207
24,2019102020,2,24,1,11.52,4.5,2019110319,2020020811,2020061710,3,07#-2018.50
25,2019102501,1,25,1,12.16,4.5,2019110505,2020020811,2020061710,4,13#-2018.50
26,2019102610,1,26,1,11.40,3,2019111416,2020030214,2020061710,3,09#-2021.50-1
27,2019102610,2,27,1,11.39,3,2019111416,2020030214,2020061710,3,09#-2021.50-2
28,2019102610,1,28,1,12.06,3,2019111416,2020030214,2020061710,3,09#-2021.50-3
29,2019102809,2,29,1,10.95,4.5,2019110905,2020033009,2020080800,3,11#-2027.50-1
30,2019102809,2,30,1,11.13,4.5,2019110905,2020033009,2020080800,3,11#-2027.50-2
31,2019110319,2,31,1,10.97,3,2019112223,2020032710,2020061710,3,07#-2023.00
32,2019110505,2,32,1,11.14,3,2019111922,2020030214,2020061710,4,13#-2023.00
33,2019110905,2,33,1,11.40,3.5,2019112405,2020050314,2022080800,3,11#-2032.00-1
34,2019110905,2,34,1,11.46,3.5,2019112405,2020050314,2022080800,3,11#-2032.00-2
35,2019111203,1,35,1,11.29,3,2019112519,2020033009,2020080800,3,10#-2027.50-1
36,2019111203,1,36,1,11.00,3,2019112519,2020033009,2020080800,3,10#-2027.50-2
37,2019111203,1,37,1,11.79,3,2019112519,2020033009,2020080800,3,10#-2027.50-3
38,2019111416,1,38,1,10.27,3,2019121416,2020032710,2020061710,3,09#-2024.50-1
39,2019111416,1,39,1,9.87,3,2019121416,2020032710,2020061710,3,09#-2024.50-2
40,2019111416,1,40,1,10.17,3,2019121416,2020032710,2020061710,3,09#-2024.50-3
41,2019111619,2,41,1,10.88,3,2019113016,2020020811,2020061710,3,08#-2018.50-1
42,2019111619,2,42,1,9.42,3,2019113016,2020020811,2020061710,3,08#-2018.50-3
43,2019111619,2,43,1,10.62,3,2019113016,2020020811,2020061710,3,08#-2018.50-2
44,2019111806,2,44,1,11.43,4.5,2019112713,2020020811,2020061710,4,12#-2018.50
45,2019111922,1,45,1,10.93,3.5,2019120205,2020033009,2020080800,4,13#-2026.00
46,2019112223,2,46,1,12.03,3.5,2019120319,2020033009,2020080800,3,07#-2026.00
47,2019112405,2,47,1,12.16,1.5,2019120216,2020050314,2022080800,3,11#-2035.50-1
48,2019112405,2,48,1,12.05,1.5,2019120216,2020050314,2022080800,3,11#-2035.50-2
49,2019112519,1,49,1,11.33,2.7,2019120818,2020050314,2022080800,3,10#-2030.50-1
50,2019112519,1,50,1,10.85,2.7,2019120818,2020050314,2022080800,3,10#-2030.50-2
51,2019112519,3,51,1,11.17,2.7,2019120818,2020050314,2022080800,3,10#-2030.50-3
52,2019112713,2,52,1,11.45,3,2019120622,2020030214,2020061710,4,12#-2021.50
53,2019112905,1,53,1,11.20,4.5,2019121113,2020020811,2020061710,4,06#-2018.50
54,2019113016,1,54,1,11.00,3,2019122106,2020030214,2020061710,3,08#-2021.50-1
55,2019113016,2,55,1,11.07,3,2019122106,2020030214,2020061710,3,08#-2021.50-2
56,2019113016,1,56,1,11.14,3,2019122106,2020030214,2020061710,3,08#-2021.50-3
57,2019120205,2,57,1,11.34,3,2019121016,2020050314,2022080800,4,13#-2029.50
58,2019120216,2,58,1,11.43,3,2019121205,2020050314,2022080800,3,11#-2037.00
59,2019120319,2,59,1,11.21,3,2019121704,2020050314,2022080800,3,07#-2029.50
60,2019120322,1,60,1,10.79,3.2,2019121620,2020020811,2020050815,1,14#-2017.60
61,2019120622,2,61,1,11.28,3,2019121806,2020032710,2020061710,4,12#-2024.50
62,2019120818,1,62,1,13.00,3.209,2019123111,2020050314,2022080800,3,10#-2033.20-1
63,2019120818,1,63,1,11.97,3.209,2019123111,2020050314,2022080800,3,10#-2033.20-2
64,2019120818,3,64,1,12.79,3.209,2019123111,2020050314,2022080800,3,10#-2033.20-3
65,2019121016,2,65,1,12.28,3,2019122222,2020050314,2022080800,4,13#-2032.50
66,2019121113,2,66,1,12.77,3,2019122006,2020032710,2020061710,4,06#-2023.00
67,2019121205,1,67,1,11.64,3,2019121922,DataMissing,2022080800,3,11#-2040.00
68,2019121416,1,68,1,11.25,3,2020010206,2020033009,2020080800,1,09#-2027.20-1
69,2019121416,1,69,1,12.22,3,2020010206,2020033009,2020080800,1,09#-2027.20-2
70,2019121416,1,70,1,12.57,3,2020010206,2020033009,2020080800,1,09#-2027.20-3
71,2019121620,1,71,1,11.45,3.2,2019122622,2020020811,2020061710,1,14#-2020.80
72,2019121704,2,72,1,12.57,3,2019122802,2020050314,2022080800,3,07#-2032.50
73,2019121821,1,73,1,11.95,3,2019122514,2020020811,2020061710,1,05#-2018.00
74,2019121806,2,74,1,12.09,3,2019122913,2020033009,2020080800,4,12#-2027.50
75,2019121922,2,75,1,11.24,1.5,2020010400,2020020401,2020080800,3,11#-2043.00
76,2019122006,2,76,1,12.65,1.5,2020011014,2020032710,2020080800,4,06#-2026.00
77,2019122106,1,77,1,11.78,2.7,2020012015,2020032710,2020061710,3,08#-2024.50-1
78,2019122106,1,78,1,12.23,2.7,2020012015,2020032710,2020061710,3,08#-2024.50-2
79,2019122106,1,79,1,11.60,2.7,2020012015,2020032710,2020061710,3,08#-2024.50-3
80,2019122404,1,80,1,12.17,4.6,2020010814,2020020810,2020062014,1,04#-2016.40
81,2019122222,1,81,1,11.54,4.5,DataMissing,2020020808,2020080800,4,13#-2035.50
82,2019122422,1,82,1,12.25,4.494,2020011202,2020020814,2020062014,1,15#-2019.51
83,2019122521,1,83,1,11.62,3,2020010403,2020030214,2020061710,1,05#-2021.00
84,2019122622,1,84,1,11.54,3,2020010923,2020030217,2020061710,1,14#-2024.00
85,2019122802,2,85,1,10.94,4.5,2020011703,DataMissing,2022080800,3,07#-2035.50
86,2019122913,2,86,1,10.81,3,2020011402,2020050314,2022080800,4,12#-2030.50
87,2019123111,1,87,1,11.69,2.19,2020011801,2020021803,2020080800,3,10#-2036.41-1
88,2019123111,1,88,1,11.33,2.19,2020011801,2020021803,2020080800,3,10#-2036.41-2
89,2019123111,1,89,1,11.50,2.19,2020011801,2020021803,2020080800,3,10#-2036.41-3
90,2020010206,1,90,1,11.50,3,2020013115,2020050314,2022080800,3,09#-2030.20-1
91,2020010206,1,91,1,11.91,3,2020013115,2020050314,2022080800,3,09#-2030.20-2
92,2020010206,1,92,1,12.42,3,2020013115,2020050314,2022080800,3,09#-2030.20-3
93,2020010403,1,93,1,12.48,3,2020012702,2020032710,2020061710,2,05#-2024.00
94,2020010400,2,94,1,12.18,4.5,2020012704,DataMissing,2022080800,3,11#-2044.50
95,2020010808,2,95,1,11.65,4.5,2020012900,2020022902,2020080800,4,13#-2040.00
96,2020010822,1,96,1,11.84,3,2020020416,2020030214,2020062014,1,04#-2021.00
97,2020010923,1,97,1,12.09,3,2020020119,2020033009,2020080800,4,14#-2027.00
98,2020011014,2,98,1,12.03,1.5,2020031311,2020033009,2020080800,4,06#-2027.50
99,2020011202,1,99,1,11.43,3.2,2020020712,2020030214,2020062014,1,15#-2024.00
100,2020011402,2,100,1,11.38,4.5,2020021201,2020050314,2022080800,4,12#-2033.50
101,2020011703,2,101,1,11.56,2.5,2020020600,DataMissing,2022080800,3,07#-2040.00
102,2020011801,1,102,1,11.94,2,2020022901,2020040108,2020080800,3,10#-2038.60-1
103,2020011801,1,103,1,12.72,2,2020022901,2020040108,2020080800,3,10#-2038.60-2
104,2020011801,1,104,1,11.79,2,2020022901,2020040108,2020080800,3,10#-2038.60-3
105,2020012015,1,105,1,11.78,3,2020021518,2020033009,2020080800,3,08#-2027.20-1
106,2020012015,1,106,1,12.43,3,2020021518,2020033009,2020080800,3,08#-2027.20-2
107,2020012015,1,107,1,11.70,3,2020021518,2020033009,2020080800,3,08#-2027.20-3
108,2020012704,2,108,1,11.17,3,DataMissing,2020022815,2020080800,3,11#-2049.00
109,2020012702,1,109,1,9.93,4.5,2020022814,2020033009,2020080800,2,05#-2027.00
110,2020012900,2,110,1,10.92,4.5,2020040101,2020100101,2020080800,4,13#-2044.50
111,2020013115,1,111,1,10.83,3,2020032615,DataMissing,2022080800,3,09#-2033.20-1
112,2020013118,1,112,1,10.65,3,2020032615,DataMissing,2022080800,3,09#-2033.20-2
113,2020013118,1,113,1,10.89,3,2020032615,DataMissing,2022080800,3,09#-2033.20-3
114,2020020203,1,114,1,10.06,3,2020032005,2020050314,2022080800,2,14#-2030.00
115,2020020416,1,115,1,10.10,3,2020022518,2020032710,2020062014,1,04#-2024.00
116,2020020600,2,116,1,11.19,2,2020030316,2020043009,2020080800,3,07#-2042.50
117,2020020712,1,117,1,10.83,3.2,2020033009,2020033009,2020080800,1,15#-2027.20
118,2020021201,2,118,1,10.79,4.5,2020030301,2020050314,2022080800,4,12#-2038.00
119,2020021518,1,119,1,11.70,3,2020031619,2020050314,2022080800,3,08#-2030.20-1
120,2020021518,1,120,1,12.35,3,2020031619,2020050314,2022080800,3,08#-2030.20-2
121,2020021518,1,121,1,12.38,3,2020031619,2020050314,2022080800,3,08#-2030.20-3
122,2020021814,1,122,1,12.16,4,2020030614,2020050314,2022080800,4,05#-2031.50
123,2020022518,1,123,1,12.73,3,2020031907,2020041708,2022080800,1,04#-2027.00
124,2020022901,1,124,1,13.13,2.7,2020032221,2020043009,2020080800,3,10#-2040.60-1
125,2020022901,1,125,1,12.87,2.7,2020032221,2020043009,2020080800,3,10#-2040.60-2
126,2020022901,1,126,1,12.72,2.7,2020032221,2020043009,2020080800,3,10#-2040.60-3
127,2020030301,2,127,1,12.35,1.5,2020032404,DataMissing,2022080800,4,12#-2041.00
128,2020030316,2,128,1,13.35,1.5,DataMissing,2020040405,2020080800,3,07#-2044.50
129,2020030614,1,129,1,12.54,4.5,DataMissing,2020040721,2020080800,4,05#-2035.50
130,2020031311,2,130,1,13.07,3,2020032419,2020050314,2022080800,4,06#-2029.00
131,2020031421,2,131,1,13.31,3,DataMissing,2020041517,2020080800,3,07#-2046.00
132,2020031619,1,132,1,12.76,3,2020040905,DataMissing,2022080800,3,08#-2033.20-1
133,2020031619,1,133,1,12.19,3,2020040905,DataMissing,2022080800,3,08#-2033.20-2
134,2020031619,1,134,1,12.81,3,2020040905,DataMissing,2022080800,3,08#-2033.20-3
135,2020031906,1,135,1,11.47,3,2020032915,2020042915,2020080800,1,04#-2030.00
136,2020032005,2,136,1,11.93,2.5,2020041014,2020100101,2020080800,3,14#-2033.00
137,2020032106,2,137,1,12.77,4.5,2020033017,DataMissing,2022080800,4,05#-2040.00
138,2020032221,1,138,1,13.30,2.7,2020040506,2020100101,2020080800,3,10#-2043.30-1
139,2020032221,1,139,1,13.05,2.7,2020040506,2020100101,2020080800,3,10#-2043.30-2
140,2020032221,1,140,1,13.12,2.7,2020040506,2020100101,2020080800,3,10#-2043.30-3
141,2020032404,2,141,1,12.05,2,2020040614,DataMissing,2022080800,4,12#-2042.50
142,2020032502,2,142,1,12.55,4.5,2020041501,DataMissing,2022080800,4,06#-2032.00
143,2020032615,1,143,1,12.99,2.3,2020041317,DataMissing,2022080800,3,09#-2036.20-1
144,2020032615,1,144,1,12.65,2.3,2020041317,DataMissing,2022080800,3,09#-2036.20-2
145,2020032615,1,145,1,12.75,2.3,2020041317,DataMissing,2022080800,3,09#-2036.20-3
146,2020032811,1,146,1,12.49,3.2,2020040803,DataMissing,2022080800,1,15#-2030.40
147,2020032915,1,147,1,12.29,3,DataMissing,DataMissing,2022080800,1,04#-2033.00
148,2020032913,1,148,1,12.20,2,DataMissing,2020100101,2020080800,3,11#-2052.00
149,2020033017,2,149,1,11.49,4.5,2020041709,DataMissing,2022080800,4,05#-2044.50
150,2020040101,2,150,1,11.89,3,2020041202,DataMissing,2022080800,4,13#-2049.00
151,2020040222,2,151,1,11.68,5,2020041014,DataMissing,2022080800,3,14#-2035.50
152,2020040404,2,152,1,11.40,3,2020041814,DataMissing,2022080800,3,07#-2049.00
153,2020040506,1,153,1,12.23,3,2020042001,2020100101,2020080800,3,10#-2046.00-1
154,2020040506,1,154,1,12.16,3,2020042001,2020100101,2020080800,3,10#-2046.00-2
155,2020040506,1,155,1,12.37,3,2020042001,2020100101,2020080800,3,10#-2046.00-3
156,2020040614,2,156,1,11.56,3,2020041700,DataMissing,2022080800,4,12#-2044.50
157,2020040803,1,157,1,12.73,3.2,2020041805,DataMissing,2022080800,1,15#-2033.60
158,2020040905,1,158,1,11.92,2.3,2020042111,DataMissing,2022080800,3,08#-2036.20-1
159,2020040905,1,159,1,12.05,2.3,2020042111,DataMissing,2022080800,3,08#-2036.20-2
160,2020040905,1,160,1,12.41,2.3,2020042111,DataMissing,2022080800,3,08#-2036.20-3
161,2020041014,1,161,1,10.81,4.5,2020042221,DataMissing,2022080800,4,14#-2040.00
162,2020041215,1,162,1,11.80,3,2020042304,DataMissing,2022080800,1,04#-2036.00
163,2020041202,2,163,1,12.10,2,2020042421,DataMissing,2022080800,4,13#-2052.00
164,2020041501,2,164,1,12.32,4.5,2020042701,DataMissing,2022080800,4,06#-2036.50
165,2020041317,1,165,1,12.60,1.5,2020042804,2020100101,2020080800,3,09#-2038.50-1
166,2020041318,1,166,1,12.05,1.5,2020042804,2020100101,2020080800,3,09#-2038.50-2
167,2020041318,1,167,1,12.98,1.5,2020042804,2020100101,2020080800,3,09#-2038.50-3
168,2020041506,1,168,1,12.04,2.25,2020042923,DataMissing,2022080800,3,11#-2054.00
169,2020041701,2,169,1,11.20,1.5,2020050317,DataMissing,2022080800,4,12#-2047.50
170,2020041709,2,170,1,12.41,3,2020042604,2020100101,2020080800,4,05#-2049.00
171,2020041805,1,171,1,11.81,3.2,2020043003,DataMissing,2022080800,1,15#-2036.80
172,2020041814,4,172,1,12.69,2,DataMissing,2020100101,2020080800,3,07#-2052.00
173,2020042001,1,173,1,12.35,3,2020050916,DataMissing,2022080800,3,10#-2049.00-1
174,2020042001,1,174,1,12.27,3,2020050916,DataMissing,2022080800,3,10#-2049.00-2
175,2020042001,1,175,1,13.62,3,2020050916,DataMissing,2022080800,3,10#-2049.00-3
176,2020042111,1,176,1,12.49,1.5,DataMissing,DataMissing,2022080800,3,08#-2038.50-1
177,2020042111,1,177,1,12.54,1.5,2020050111,DataMissing,2022080800,3,08#-2038.50-2
178,2020042111,1,178,1,12.68,1.5,2020050123,DataMissing,2022080800,3,08#-2038.50-3
179,2020042221,1,179,1,11.43,4.5,DataMissing,2020100101,2020080800,4,14#-2044.50
180,2020042304,1,180,1,12.42,3,2020043022,2020100101,2020080800,1,04#-2039.00
181,2020042604,2,181,1,11.68,2,DataMissing,DataMissing,2022080800,4,05#-2052.00
182,2020042421,2,182,1,12.21,4.5,DataMissing,DataMissing,2022080800,4,13#-2054.00
183,2020042701,2,183,1,12.21,4.5,2020050417,DataMissing,2022080800,4,06#-2041.00
184,2020042706,1,184,1,12.47,3.149,DataMissing,DataMissing,2022080800,1,03#-2038.65
185,2020042804,1,185,1,12.92,3,DataMissing,DataMissing,2022080800,3,09#-2040.00-1
186,2020042804,1,186,1,11.93,3,DataMissing,DataMissing,2022080800,3,09#-2040.00-2
187,2020042804,1,187,1,12.52,3,DataMissing,DataMissing,2022080800,3,09#-2040.00-3
188,2020042923,1,188,1,12.39,3,DataMissing,2020100101,2020080800,3,11#-2056.50-1
189,2020042923,1,189,1,13.23,3,DataMissing,2020100101,2020080800,3,11#-2056.50-2
190,2020043003,1,190,1,12.42,3,DataMissing,2020100101,2020080800,1,15#-2040.00
191,2020043022,1,191,1,11.58,2.5,DataMissing,DataMissing,2022080800,1,04#-2042.00
192,2020050206,1,192,1,11.78,3,2020051121,DataMissing,2022080800,3,08#-2040.00-1
193,2020050206,1,193,1,11.57,3,2020051121,DataMissing,2022080800,3,08#-2040.00-2
194,2020050206,1,194,1,12.18,3,2020051121,DataMissing,2022080800,3,08#-2040.00-3
195,2020050416,2,195,1,12.49,1.5,DataMissing,DataMissing,2022080800,4,06#-2044.00
196,2020050317,2,196,1,12.10,3,DataMissing,DataMissing,2022080800,4,12#-2049.00
197,2020050707,1,197,1,12.07,2.5,DataMissing,DataMissing,2022080800,3,07#-2054.00
198,2020050722,2,198,1,12.94,3,DataMissing,DataMissing,2022080800,4,14#-2049.00
199,2020050816,1,199,1,12.39,2.2,DataMissing,DataMissing,2022080800,1,03#-2041.80
200,2020050915,1,200,1,13.41,2,DataMissing,DataMissing,2022080800,3,10#-2052.00-1
201,2020050915,1,201,1,12.17,2,DataMissing,DataMissing,2022080800,3,10#-2052.00-2
202,2020050915,1,202,1,13.31,2,DataMissing,DataMissing,2022080800,3,10#-2052.00-3
203,2020050905,1,203,1,12.31,3,DataMissing,DataMissing,2022080800,2,04#-2044.50
204,2020051008,2,204,1,15.00,4.5,DataMissing,DataMissing,2022080800,4,05#-2054.00
205,2020051120,1,205,1,12.37,4.5,DataMissing,DataMissing,2022080800,3,08#-2043.00-1
206,2020051120,1,206,1,11.28,4.5,DataMissing,DataMissing,2022080800,3,08#-2043.00-2
207,2020051120,1,207,1,13.32,4.5,DataMissing,DataMissing,2022080800,3,08#-2043.00-3
