8
1,201.89,838,2.46,24.4,2.46,0,2,0,1,1,0   C18030W10F200£¨CI£©   
2,201.89,838,2.46,24.4,2.46,0,2,0,1,1,0  C18025W10F200£¨CII£©  
3,184.18,956,2.42,25.30,2.42,0,2,0,1,1,0    C2835W10F200£¨CIII£©  
4,201.89,838,2.46,24.4,2.46,0,2,0,1,1,0   C2830W10F200£¨CIV£© 
5,187.20,970,2.42,25.70,2.42,0,2,0,1,1,0   C2840W10F200£¨CV£©  
6,192,935,2.42,25.70,2.42,0,2,0,1,1,0      C2840W8F200£¨CVI£©
7,201.89,838,2.46,24.4,2.46,0,2,0,1,1,0    C9025W6F150£¨CVII£©  
8,201.89,838,2.46,24.4,2.46,0,2,0,1,1,0   C2825W10F200£¨CVIII£©  
