  50.000  23.578   0.328
  52.000  23.912   0.629
  54.000  23.775   0.737
  56.000  23.568   0.717
  58.000  23.359   0.634
  60.000  23.165   0.505
  62.000  22.987   0.350
  64.000  22.825   0.182
  66.000  22.678   0.008
  68.000  22.544  -0.128
  70.000  22.675  -0.091
  72.000  22.709  -0.056
  74.000  22.711   0.001
  76.000  22.698   0.054
  78.000  22.677   0.100
  80.000  22.650   0.141
  82.000  22.619   0.177
  84.000  22.560   0.217
  86.000  22.470   0.263
  88.000  22.374   0.306
  90.000  22.275   0.348
  92.000  22.174   0.387
  94.000  22.071   0.424
  96.000  21.968   0.459
  98.000  21.864   0.492
 100.000  21.760   0.524
 102.000  21.655   0.555
 104.000  21.550   0.584
 106.000  21.445   0.613
 108.000  21.339   0.640
 110.000  21.233   0.667
 112.000  21.127   0.693
 114.000  21.021   0.718
 116.000  20.822   0.774
 118.000  20.608   0.834
 120.000  20.390   0.894
 122.000  20.168   0.954
 124.000  19.945   1.012
 126.000  19.721   1.071
 128.000  19.496   1.128
 130.000  19.270   1.185
 132.000  19.043   1.241
 134.000  18.816   1.296
 136.000  18.589   1.351
 138.000  18.361   1.405
 140.000  18.133   1.459
 142.000  17.905   1.512
 144.000  17.676   1.564
 146.000  17.305   1.667
 148.000  16.998   1.746
 150.000  16.697   1.821
 152.000  16.397   1.894
 154.000  16.095   1.967
 156.000  15.794   2.039
 158.000  15.492   2.111
 160.000  15.190   2.182
 162.000  14.887   2.252
 164.000  14.585   2.322
 166.000  14.282   2.391
 168.000  13.978   2.460
 170.000  13.675   2.528
 172.000  13.371   2.596
 174.000  13.067   2.663
 176.000  12.802   2.715
 178.000  12.583   2.750
 180.000  12.372   2.783
 182.000  12.164   2.814
 184.000  11.957   2.846
 186.000  11.752   2.877
 188.000  11.547   2.909
 190.000  11.343   2.941
 192.000  19.572  -0.203
 194.000  17.901   0.468
 196.000  12.033   2.715
 198.000  11.062   3.050
 200.000  10.636   3.161
 202.000  10.330   3.220
 204.000  10.069   3.261
 206.000   9.814   3.300
 208.000   9.702   3.285
 210.000   9.617   3.263
 212.000   9.543   3.240
 214.000   9.475   3.216
 216.000   9.412   3.194
 218.000   9.351   3.172
 220.000   9.293   3.151
 222.000   9.236   3.130
 224.000   9.181   3.111
 226.000   9.126   3.092
 228.000   9.073   3.074
 230.000   9.020   3.057
 232.000   8.967   3.040
 234.000   8.915   3.024
 236.000   2.931   5.320
 238.000   8.017   3.238
 240.000   8.675   2.935
 242.000   8.890   2.819
 244.000   9.027   2.739
 246.000   9.138   2.673
 248.000   9.237   2.613
 250.000   9.331   2.557
 252.000   9.421   2.502
 254.000   9.510   2.448
 256.000   9.598   2.396
 258.000   9.685   2.343
 260.000   9.772   2.292
 262.000   9.859   2.241
 264.000   9.946   2.191
 266.000  10.034   2.141
 268.000  10.144   2.083
 270.000  10.282   2.015
 272.000  10.424   1.945
 274.000  10.569   1.876
 276.000  10.715   1.808
 278.000  10.862   1.741
 280.000  11.009   1.674
 282.000  11.157   1.607
 284.000  11.305   1.542
 286.000  11.454   1.477
 288.000  11.603   1.413
 290.000  11.752   1.349
 292.000  11.902   1.286
 294.000  12.052   1.224
 296.000  12.391   1.086
 298.000  21.136  -1.499
 300.000  14.085   0.502
 302.000  22.057  -1.338
 304.000  23.493  -1.231
 306.000  23.936  -1.060
 307.000  16.569   0.514
 308.000  15.152   0.616
 309.000  14.744   0.799
 310.000  14.579   0.867
 311.000  14.510   0.888
 312.000  14.492   0.884
 313.000  14.505   0.864
 314.000  14.540   0.836
 315.000  14.588   0.802
 315.500  14.588   0.795
 316.000  14.904   0.648
 316.500  14.244   0.937
 317.000  16.461  -0.057
 317.500  16.043   0.127
 318.000  17.195  -0.389
 318.500  16.599  -0.121
 319.000  16.947  -0.275
 319.500  15.783   0.247
 320.000  15.079   0.563
 320.500  13.889   1.094
 321.000  15.380   0.426
 321.100  15.977   0.152
 321.200  15.798   0.234
 321.300  15.330   0.449
 321.400  15.289   0.467
 321.500  15.058   0.573
 321.600  13.481   1.296
 321.700  13.340   1.360
 321.800  15.025   0.586
 321.900  17.827  -0.698
 322.000  19.463  -1.253
 322.100  19.349  -1.166
 322.200  18.737  -0.944
 322.300  18.010  -0.701
 322.400  17.254  -0.433
 322.500  16.659  -0.159
 322.600  15.427   0.406
 322.700  15.162   0.528
 322.800  16.059   0.116
 322.900  17.667  -0.592
 323.000  18.601  -0.836
 323.100  18.501  -0.777
 323.200  18.114  -0.641
 323.300  17.662  -0.494
 323.400  16.413  -0.042
 323.500  15.415   0.416
 323.600  13.347   1.366
 323.700  12.887   1.577
 323.800  14.361   0.900
 323.900  17.018  -0.319
 324.000  18.553  -0.854
 324.100  18.365  -0.767
 324.200  17.698  -0.551
 324.300  16.926  -0.273
 324.400  15.955   0.173
 324.500  15.133   0.551
 324.600  13.176   1.450
 324.700  12.787   1.628
 324.800  14.307   0.930
 324.900  16.994  -0.303
 325.000  18.549  -0.883
