   5.000  17.092   0.704
   6.000  16.978   1.042
   7.000  16.835   1.213
   8.000  16.708   1.291
   9.000  16.604   1.309
  10.000  22.234   0.067
  11.000  22.537   0.027
  12.000  22.621  -0.009
  12.500  25.505  -0.424
  13.000  24.683  -0.232
  13.500  25.295  -0.281
  14.000  24.687  -0.181
  14.500  24.775  -0.197
  15.000  24.365  -0.149
  15.500  24.592  -0.191
  16.000  23.664  -0.085
  16.500  24.604  -0.231
  17.000  24.219  -0.173
  17.500  24.584  -0.227
  18.000  16.002   1.563
  18.100  15.322   1.724
  18.200  16.826   1.208
  18.300  17.793   0.878
  18.400  17.292   1.015
  18.500  16.308   1.299
  18.600  15.369   1.561
  18.700  14.989   1.645
  18.800  14.644   1.717
  18.900  13.224   2.126
  19.000  12.120   2.428
  19.100  13.312   2.007
  19.200  15.820   1.188
  19.300  17.340   0.703
  19.400  17.109   0.778
  19.500  16.274   1.037
  19.600  15.441   1.285
  19.700  15.140   1.358
  19.800  14.873   1.418
  19.900  13.452   1.842
  20.000  12.356   2.153
  20.100  13.700   1.688
  20.200  16.439   0.798
  20.300  18.118   0.268
  20.400  17.923   0.342
  20.500  17.078   0.613
  20.600  16.229   0.875
  20.700  15.915   0.959
  20.800  15.651   1.025
  20.900  14.164   1.477
  21.000  13.023   1.809
  21.100  14.473   1.310
  21.200  17.406   0.357
  21.300  19.209  -0.211
  21.400  19.020  -0.134
  21.500  18.140   0.157
  21.600  17.255   0.437
  21.700  16.821   0.564
  21.800  16.523   0.643
  21.900  15.182   1.055
  22.000  14.162   1.354
