  10.000  21.820   0.353
  12.000  22.108   0.632
  13.000  21.940   0.744
  14.000  21.706   0.824
  15.000  21.436   0.879
  16.000  21.147   0.914
  17.000  20.853   0.933
  18.000  20.559   0.936
  19.000  20.272   0.928
  20.000  19.994   0.910
  21.000  19.727   0.879
  21.500  20.850   0.494
  22.000  19.619   0.812
  22.500  20.761   0.401
  23.000  21.327   0.172
  23.500  21.671   0.012
  24.000  21.572  -0.017
  24.500  21.951  -0.189
  25.000  21.574  -0.130
  25.500  22.342  -0.256
  26.000  22.203  -0.218
  26.500  23.034  -0.341
  27.000  21.445  -0.074
  27.100  21.630  -0.123
  27.200  22.209  -0.247
  27.300  22.530  -0.309
  27.400  22.419  -0.279
  27.500  22.206  -0.231
  27.600  21.957  -0.181
  27.700  21.699  -0.133
  27.800  21.461  -0.092
  27.900  21.005  -0.011
  28.000  20.895  -0.005
  28.100  21.157  -0.067
  28.200  21.641  -0.168
  28.300  21.929  -0.221
  28.400  21.913  -0.208
  28.500  21.817  -0.180
  28.600  21.690  -0.148
  28.700  21.345  -0.075
  28.800  21.071  -0.022
  28.900  20.696   0.048
  29.000  20.562   0.063
  29.100  20.655   0.032
  29.200  20.899  -0.027
  29.300  21.028  -0.057
  29.400  20.973  -0.046
  29.500  20.873  -0.027
  29.600  20.757  -0.007
  29.700  20.437   0.054
  29.800  20.171   0.129
  29.900  19.796   0.257
  30.000  19.655   0.304
  30.100  19.738   0.275
  30.200  19.969   0.196
  30.300  20.085   0.158
  30.400  20.016   0.183
  30.500  19.901   0.224
  30.600  19.770   0.269
  30.700  19.597   0.330
  30.800  19.439   0.384
  30.900  19.175   0.474
  31.000  19.087   0.503
