  68.000  24.222   0.067
  70.000  25.439   0.094
  72.000  25.541   0.098
  74.000  25.246   0.090
  76.000  24.795   0.075
  78.000  24.290   0.057
  80.000  23.778   0.037
  82.000  23.283   0.017
  84.000  22.818  -0.004
  86.000  22.389  -0.024
  88.000  22.726  -0.023
  90.000  22.953  -0.019
  92.000  23.121  -0.015
  94.000  23.249  -0.012
  96.000  23.350  -0.010
  98.000  23.431  -0.008
 100.000  23.496  -0.006
 102.000  23.550  -0.005
 104.000  23.595  -0.004
 106.000  23.633  -0.004
 108.000  23.666  -0.003
 110.000  23.694  -0.003
 112.000  23.718  -0.003
 114.000  23.739  -0.003
 116.000  23.758  -0.003
 118.000  23.775  -0.004
 120.000  23.779  -0.003
 122.000  23.775  -0.002
 124.000  23.766  -0.001
 126.000  23.753  -0.001
 128.000  23.737   0.000
 130.000  23.719   0.001
 132.000  23.699   0.001
 134.000  23.677   0.002
 136.000  23.653   0.002
 138.000  23.629   0.002
 140.000  23.603   0.003
 142.000  23.576   0.003
 144.000  23.549   0.003
 146.000  23.521   0.003
 148.000  23.492   0.004
 150.000  23.456   0.012
 152.000  23.408   0.024
 154.000  23.355   0.037
 156.000  23.298   0.052
 158.000  23.238   0.066
 160.000  23.176   0.082
 162.000  23.112   0.097
 164.000  23.046   0.113
 166.000  22.979   0.130
 168.000  22.910   0.146
 170.000  22.840   0.162
 172.000  22.769   0.179
 174.000  22.697   0.196
 176.000  22.624   0.213
 178.000  22.550   0.230
 180.000  22.475   0.247
 182.000  22.373   0.273
 184.000  22.259   0.302
 186.000  22.137   0.333
 188.000  22.009   0.366
 190.000  21.876   0.399
 192.000  21.740   0.434
 194.000  21.600   0.469
 196.000  21.457   0.505
 198.000  21.311   0.542
 200.000  21.163   0.579
 202.000  21.012   0.616
 204.000  20.859   0.653
 206.000  20.705   0.691
 208.000  20.549   0.730
 210.000  20.391   0.768
 212.000  20.190   0.820
 214.000  19.996   0.870
 216.000  19.800   0.919
 218.000  19.602   0.969
 220.000  19.400   1.019
 222.000  19.196   1.070
 224.000  18.990   1.121
 226.000  18.782   1.173
 228.000  18.571   1.224
 230.000  18.358   1.276
 232.000  18.144   1.328
 234.000  17.928   1.381
 236.000  17.710   1.434
 238.000  17.491   1.486
 240.000  17.271   1.539
 242.000  17.060   1.588
 244.000  16.865   1.632
 246.000  16.676   1.673
 248.000  16.491   1.713
 250.000  16.309   1.752
 252.000  16.129   1.791
 254.000  15.951   1.828
 256.000  15.775   1.865
 258.000  18.028   1.053
 260.000  18.069   1.057
 262.000  16.578   1.583
 264.000  15.996   1.758
 266.000  15.613   1.861
 268.000  15.309   1.938
 270.000  15.048   2.001
 272.000  14.807   2.057
 274.000  14.618   2.095
 276.000  14.454   2.124
 278.000  14.307   2.149
 280.000  14.173   2.170
 282.000  14.048   2.188
 284.000  13.931   2.204
 286.000  13.821   2.218
 288.000  13.716   2.230
 290.000  13.616   2.241
 292.000  13.520   2.251
 294.000  13.428   2.260
 296.000  13.339   2.267
 298.000  13.253   2.275
 300.000  13.169   2.281
 302.000  11.380   2.899
 304.000  12.331   2.503
 306.000  12.549   2.403
 308.000  12.641   2.351
 310.000  12.693   2.314
 312.000  12.727   2.282
 314.000  12.754   2.255
 316.000  12.776   2.228
 318.000  12.798   2.202
 320.000  12.820   2.177
 322.000  12.842   2.152
 324.000  12.866   2.127
 326.000  12.890   2.101
 328.000  12.916   2.075
 330.000  12.944   2.050
 332.000  12.973   2.024
 334.000  13.010   1.995
 336.000  13.059   1.963
 338.000  13.113   1.929
 340.000  13.171   1.894
 342.000  13.234   1.858
 344.000  13.299   1.822
 346.000  13.367   1.785
 348.000  13.438   1.748
 350.000  13.511   1.710
 352.000  13.586   1.672
 354.000  13.664   1.634
 356.000  13.743   1.595
 358.000  13.823   1.556
 360.000  13.906   1.517
 362.000  14.044   1.458
 364.000  16.620   0.501
 366.000  15.292   1.031
 367.000  16.974   0.354
 368.000  17.699   0.093
 369.000  18.130  -0.051
 370.000  18.611  -0.218
 371.000  17.111   0.408
 372.000  18.432  -0.131
 373.000  17.143   0.407
 374.000  16.693   0.578
 375.000  16.452   0.663
 376.000  16.300   0.713
 376.500  17.137   0.353
 377.000  16.312   0.712
 377.500  17.188   0.333
 378.000  16.368   0.690
 378.500  17.242   0.311
 379.000  16.421   0.668
 379.500  17.295   0.290
 380.000  16.474   0.647
 380.500  17.348   0.268
 381.000  16.528   0.626
 381.500  17.403   0.246
 382.000  16.583   0.604
 382.100  16.643   0.574
 382.200  16.872   0.469
 382.300  16.989   0.416
 382.400  16.924   0.447
 382.500  16.824   0.493
 382.600  16.714   0.542
 382.700  16.666   0.563
 382.800  16.585   0.598
 382.900  16.270   0.739
 383.000  16.257   0.741
 383.100  16.532   0.613
 383.200  16.990   0.404
 383.300  17.251   0.288
 383.400  17.234   0.300
 383.500  17.150   0.342
 383.600  17.045   0.392
 383.700  16.932   0.444
 383.800  16.819   0.495
 383.900  16.513   0.634
 384.000  16.487   0.642
 384.100  16.726   0.531
 384.200  17.133   0.345
 384.300  17.366   0.242
 384.400  17.349   0.254
 384.500  17.273   0.291
 384.600  17.178   0.337
 384.700  16.958   0.438
 384.800  16.757   0.529
 384.900  16.311   0.729
 385.000  16.247   0.753
 385.100  16.540   0.615
 385.200  17.062   0.376
 385.300  17.353   0.246
 385.400  17.312   0.269
 385.500  17.195   0.325
 385.600  17.053   0.391
 385.700  16.784   0.514
 385.800  16.560   0.614
 385.900  16.171   0.788
 386.000  16.080   0.823
