          63
       105        48         0         0      2.0000      0.0000
       105        48         0         0      1.0000      2.0000
       105        48         0         0      1.0000      3.0000
       315       192         0         0      1.0000      4.0000
       315       192         0         0      1.0000      5.0000
       315       192         0         0      1.0000      6.0000
       315       192         0         0      1.0000      7.0000
       315       192         0         0      1.0000      8.0000
       315       192         0         0      1.0000      9.0000
       315       192         0         0      1.0000     10.0000
       315       192         0         0      1.0000     11.0000
       315       192         0         0      0.5000     12.0000
       315       192         0         0      0.5000     12.5000
       315       192         0         0      0.5000     13.0000
       315       192         0         0      0.5000     13.5000
       315       192         0         0      0.5000     14.0000
       315       192         0         0      0.5000     14.5000
       315       192         0         0      0.5000     15.0000
       315       192         0         0      0.5000     15.5000
       315       192         0         0      0.5000     16.0000
       315       192         0         0      0.5000     16.5000
       315       192         0         0      0.5000     17.0000
       315       192         0         0      0.5000     17.5000
       315       192         0         0      0.1000     18.0000
       315       192         0         0      0.1000     18.1000
       315       192         0         0      0.1000     18.2000
       315       192         0         0      0.1000     18.3000
       315       192         0         0      0.1000     18.4000
       315       192         0         0      0.1000     18.5000
       315       192         0         0      0.1000     18.6000
       315       192         0         0      0.1000     18.7000
       315       192         0         0      0.1000     18.8000
       315       192         0         0      0.1000     18.9000
       315       192         0         0      0.1000     19.0000
       315       192         0         0      0.1000     19.1000
       315       192         0         0      0.1000     19.2000
       315       192         0         0      0.1000     19.3000
       315       192         0         0      0.1000     19.4000
       315       192         0         0      0.1000     19.5000
       315       192         0         0      0.1000     19.6000
       315       192         0         0      0.1000     19.7000
       315       192         0         0      0.1000     19.8000
       315       192         0         0      0.1000     19.9000
       315       192         0         0      0.1000     20.0000
       315       192         0         0      0.1000     20.1000
       315       192         0         0      0.1000     20.2000
       315       192         0         0      0.1000     20.3000
       315       192         0         0      0.1000     20.4000
       315       192         0         0      0.1000     20.5000
       315       192         0         0      0.1000     20.6000
       315       192         0         0      0.1000     20.7000
       315       192         0         0      0.1000     20.8000
       315       192         0         0      0.1000     20.9000
       315       192         0         0      0.1000     21.0000
       315       192         0         0      0.1000     21.1000
       315       192         0         0      0.1000     21.2000
       315       192         0         0      0.1000     21.3000
       315       192         0         0      0.1000     21.4000
       315       192         0         0      0.1000     21.5000
       315       192         0         0      0.1000     21.6000
       315       192         0         0      0.1000     21.7000
       315       192         0         0      0.1000     21.8000
       315       192         0         0      0.1000     21.9000
